,Tweet Text,Tweet Datetime,Tweet Id,Twitter @ Name,Tweet Coordinates,Place Info,Retweets,Favorites,Language,Source,Replied Tweet Id,Replied Tweet User Id Str,Quote Status Bool
66,RT @waltermzembi: PULA Corbevax- Africa ' s first approved Vaccine developed in Botswana 🇧🇼 with efficacy claims of  killing the virus alto…,2022-03-30 16:55:42,1509212786110476295,rumbimatemba,,,54,0,en,Twitter for Android,,,False
67,RT @robferguson1: The Ontario Health Coalition is calling for a return to widespread free PCR testing for #COVID19 (not just for select gro…,2022-03-30 16:55:39,1509212771585601542,MirthDAL,,,85,0,en,Twitter for iPhone,,,False
68,RT @DrEricDing: 5) TIPPING POINT— I seriously believe China is at a tipping point. Either they contain this #BA2 Omicron wave or else they…,2022-03-30 16:55:38,1509212770239098880,GooglyChess1,,,101,0,en,Twitter for Android,,,False
69,"RT @KobieThatcher: It finally happened, I got the Omicron 🤣 

Obviously, I did not get tested, but my Dad caught it from me and his test fo…",2022-03-30 16:55:35,1509212757614284817,cathyslifecc,,,90,0,en,Twitter for iPad,,,False
70,"RT @KatherineGlend4: We have vaccines for those who want them, testing and therapeutics. The vaccines aren’t blocking transmission. Omicron…",2022-03-30 16:55:33,1509212747644375041,BrianJPerren,,,68,0,en,Twitter for Android,,,False
71,RT @sailorrooscout: because the virus is so widespread and we have highly transmissible variants like Omicron and it’s sub-lineages. For li…,2022-03-30 16:55:28,1509212725758603272,musicandscifi,,,17,0,en,Twitter for Mac,,,False
72,RT @DrEricDing: 3) I recently wrote how China is at a tipping point. Either their contain this #BA2 Omicron wave or else they will suffer a…,2022-03-30 16:55:18,1509212684780290054,s_manchev,,,77,0,en,Twitter for Android,,,False
73,"RT @KobieThatcher: It finally happened, I got the Omicron 🤣 

Obviously, I did not get tested, but my Dad caught it from me and his test fo…",2022-03-30 16:55:17,1509212681013706759,JCooperMLTM,,,90,0,en,Twitter for Android,,,False
74,"RT @sailorrooscout: Omicron meet Gibraltar, one of the world’s most vaccinated territories. Gibraltar has vaccinated ~99% of its total popu…",2022-03-30 16:55:12,1509212661250236424,Mutterseelenall,,,880,0,en,Twitter for iPhone,,,False
75,"RT @ONS: We’ve published new data on the characteristics of those testing positive for #COVID19.

This shows the risk of reinfection is 10x…",2022-03-30 16:55:04,1509212627079213058,RobertWeaver75,,,142,0,en,Twitter for Android,,,False
76,RT @danielgoyal: Younger “healthy” folk aren’t eligible for 4th dose or antivirals. So only the elderly/CEV group benefits from the risk re…,2022-03-30 16:55:01,1509212614089445382,Lucydaniel06,,,5,0,en,Twitter for Android,,,False
77,"RT @sailorrooscout: Omicron meet Gibraltar, one of the world’s most vaccinated territories. Gibraltar has vaccinated ~99% of its total popu…",2022-03-30 16:54:56,1509212591385550850,borkdoggo,,,880,0,en,Twitter for iPhone,,,False
78,"The Omicron BA.2 is now the dominant variant in the USA. #backtonormal

https://t.co/ek7hbUIZEY

#pandemiclife… https://t.co/bOMYHpbV9H",2022-03-30 16:54:48,1509212558141661190,HYGIEIA4Health,,,0,0,en,Twitter Web App,,,False
79,"❝Son of omicron❞ variant is now dominant in the US — and experts say it could herald another wave

Not over yet: Th… https://t.co/wZJ6VwTf4m",2022-03-30 16:54:43,1509212538994634763,aJSDecepida,,,0,0,en,Twitter Web App,,,False
80,"RT @CHEXNewswatch: COVID-19: @PtboHealth launches an online community risk index for transmission levels. On launch day, the index is at ""h…",2022-03-30 16:54:43,1509212537090461709,CHRL_Trudy,,,12,0,en,Twitter Web App,,,False
81,RT @trishgreenhalgh: Why is the UK seeing near-record Covid cases? We still believe the three big myths about Omicron | Christina Pagel @ch…,2022-03-30 16:54:42,1509212533713883138,yachtlarrie,,,100,0,en,Twitter Web App,,,False
82,"Great article on England failing by pretending there is no covid ""turning its back on a hungry tiger"". No simple wa… https://t.co/92x9feLGcJ",2022-03-30 16:54:42,1509212532493352960,CarolTopalian,,,0,0,en,Twitter Web App,,,False
83,RT @Ptbohealth: PPH pilots local COVID-19 Community Risk Index.  This Index is a way to provide residents with more useful information on t…,2022-03-30 16:54:41,1509212529486094336,ChrisK_OntCan,,,23,0,en,Twitter for Android,,,False
84,"@Juli3n9 @sarsin21 @JessicaLangla14 @sante_qc Actually, only elderly people need to be protected against Covid and… https://t.co/9w2ngXVXP6",2022-03-30 16:54:36,1509212506950098954,AncientGuy4,,,0,0,en,Twitter Web App,1509210555000705031,299986646,False
85,RT @trishgreenhalgh: Why is the UK seeing near-record Covid cases? We still believe the three big myths about Omicron | Christina Pagel @ch…,2022-03-30 16:54:35,1509212506224578564,iwantalibrary,,,100,0,en,Twitter for Android,,,False
86,"RT @JoePajak: So, the current wave of #Omicron #Covid19 cases 'MAY' have peaked - but further rises in hospital admissions and deaths are m…",2022-03-30 16:54:34,1509212499933114375,e_evison,,,3,0,en,Twitter Web App,,,True
87,Why is the UK seeing near-record Covid cases? We still believe the three big myths about Omicron https://t.co/xuzXKFDv7I,2022-03-30 16:54:27,1509212471739002882,Tabacaria,,,0,0,en,Twitter for iPhone,,,False
88,Why is the UK seeing near-record Covid cases? We still believe the three big myths about Omicron | Christina Pagel https://t.co/Q5mjOBLNuj,2022-03-30 16:54:25,1509212463471935488,BelGreenwood,,,0,0,en,Twitter Web App,,,False
89,RT @AdamJKucharski: Looks like many countries don't have a plan for future COVID variants beyond 1) hoping they're not inherently worse tha…,2022-03-30 16:54:23,1509212454445715459,Franciscaigaa_,,,187,0,en,Twitter for Android,,,False
90,RT @DrEricDing: 5) TIPPING POINT— I seriously believe China is at a tipping point. Either they contain this #BA2 Omicron wave or else they…,2022-03-30 16:54:23,1509212452575227914,torch_mama,,,101,0,en,Twitter for Android,,,False
91,"RT @JoePajak: So, the current wave of #Omicron #Covid19 cases 'MAY' have peaked - but further rises in hospital admissions and deaths are m…",2022-03-30 16:54:17,1509212428038455307,droyls,,,3,0,en,Twitter Web App,,,True
92,RT @robferguson1: The Ontario Health Coalition is calling for a return to widespread free PCR testing for #COVID19 (not just for select gro…,2022-03-30 16:54:13,1509212413861769217,OhforFarkssake,,,85,0,en,Twitter Web App,,,False
93,'Stealth omicron' BA.2 detected in Fairfax County COVID patients | WJLA https://t.co/OZYhIe5hse,2022-03-30 16:54:13,1509212410665750529,genecowan,,,0,0,en,Tweetbot for iΟS,,,False
94,"RT @KobieThatcher: It finally happened, I got the Omicron 🤣 

Obviously, I did not get tested, but my Dad caught it from me and his test fo…",2022-03-30 16:54:11,1509212404692910083,paulfry47,,,90,0,en,Twitter Web App,,,False
95,"BA.2 Symptoms, Protection and More: What We Know as Omicron Subvariant Grows https://t.co/xAce5fn6ON",2022-03-30 16:54:10,1509212400746209287,nbcchicago,,,1,1,en,SocialFlow,,,False
96,"RT @CTVToronto: Ontario's Science Table says the number of COVID-19 infections are doubling every 10 days, driven by the BA.2 Omicron subva…",2022-03-30 16:54:05,1509212379304894467,Barbara_Robson,,,27,0,en,Twitter for iPhone,,,False
97,@ReiButAsAThug i think its bc this new variant has so many changes from the original covid strain the tests are bas… https://t.co/dTMk0XAVxK,2022-03-30 16:54:03,1509212369930506243,quantumcutie,,,0,0,en,Twitter Web App,1509211608987406352,1430366747161468939,False
98,RT @robferguson1: The Ontario Health Coalition is calling for a return to widespread free PCR testing for #COVID19 (not just for select gro…,2022-03-30 16:53:57,1509212346161545223,k_callard,,,85,0,en,Twitter for Android,,,False
99,RT @trishgreenhalgh: Why is the UK seeing near-record Covid cases? We still believe the three big myths about Omicron | Christina Pagel @ch…,2022-03-30 16:53:56,1509212340025188353,larrietiernan,,,100,0,en,Twitter Web App,,,False
